doi,exemplar,text,alpha,total_length_of_article
10.1037_0022-3514.73.1.171,4,"α = .89).

**End-of-Semester Subjective Well-Being",0.89,88653
10.1037_0022-3514.73.1.171,5,"α = .94).

**Goal Assessment 5**

One week before t",0.94,88653
10.1037_0022-3514.73.1.171,6,α = .94); an analogous procedure was used with the,0.94,88653
10.1037_0022-3514.73.1.171,7,α = .68). Two items were used to assess the degree,0.68,88653
10.1037_0022-3514.73.1.171,8,"α = .92).

Results  


#### Preliminary Analyses

*",0.92,88653
10.1037_0022-3514.73.1.186,1,NA,NA,95511
10.1037_0022-3514.73.1.186,2,"α = .76). In the second questionnaire, participants",0.76,95511
10.1037_0022-3514.73.1.186,3,"α = .86).

All participants were then given the fol",0.86,95511
10.1037_0022-3514.73.1.19,1,NA,NA,84179
10.1037_0022-3514.73.1.200,1,NA,NA,101510
10.1037_0022-3514.73.1.31,1,NA,NA,92116
10.1037_0022-3514.73.1.31,2,"α = .77). It may be worth noting that these traits,",0.77,92116
10.1037_0022-3514.73.1.45,1,NA,NA,121084
10.1037_0022-3514.73.1.5,1,NA,NA,93162
10.1037_0022-3514.73.1.63,1,NA,NA,60841
10.1037_0022-3514.73.1.73,1,NA,NA,113278
10.1037_0022-3514.73.1.91,1,NA,NA,90313
10.1037_0022-3514.73.1.91,2,"α = .89). As can be seen in Table 1, both future te",0.89,90313
10.1037_0022-3514.73.1.91,3,"α = .83). Unexpectedly, fourth-year students (M = 9",0.83,90313
10.1037_0022-3514.73.1.91,4,"α = .86), and the 10 negative items were averaged t",0.86,90313
10.1037_0022-3514.73.1.91,5,"α = .84).

Analyses of the positive self-evaluation",0.84,90313
10.1037_0022-3514.73.1.91,6,α = .69). Participants scoring above the median on,0.69,90313
10.1037_0022-3514.73.1.91,7,α = .85). Experimental participants holding fixed a,0.85,90313
10.1037_0022-3514.73.1.91,8,"α = .92). As expected, the outstanding target exert",0.92,90313
10.1037_0022-3514.73.2.270,1,NA,NA,60065
10.1037_0022-3514.73.2.281,1,NA,NA,105068
10.1037_0022-3514.73.2.296,1,NA,NA,84520
10.1037_0022-3514.73.2.310,1,NA,NA,70333
10.1037_0022-3514.73.2.310,2,"α = .73), on which we then performed a 2 × 2 ANOVA",0.73,70333
10.1037_0022-3514.73.2.321,1,NA,NA,90100
10.1037_0022-3514.73.2.321,2,a) was estimated at .87. The sample mean on this sc,0.87,90100
10.1037_0022-3514.73.2.321,3,a) was estimated as .74. The sample mean on this sc,0.74,90100
10.1037_0022-3514.73.2.321,4,a) was estimated as .90. The sample mean on this sc,0.9,90100
10.1037_0022-3514.73.2.337,1,NA,NA,50646
10.1037_0022-3514.73.2.345,1,NA,NA,144060
10.1037_0022-3514.73.2.369,1,NA,NA,72524
10.1037_0022-3514.73.2.369,2,as for the two FPDS subscales were high (.87 and .9,0.9,72524
10.1037_0022-3514.73.2.369,3,as for the various factors (ranging from .82 to .91,NA,72524
10.1037_0022-3514.73.2.381,1,NA,NA,67552
10.1037_0022-3514.73.2.392,1,NA,NA,70678
10.1037_0022-3514.73.2.405,1,NA,NA,76431
10.1037_0022-3514.73.2.418,1,NA,NA,46231
10.1037_0022-3514.73.4.645,1,NA,NA,98403
10.1037_0022-3514.73.4.662,1,NA,NA,73346
10.1037_0022-3514.73.4.675,1,NA,NA,77091
10.1037_0022-3514.73.4.687,1,NA,NA,91087
10.1037_0022-3514.73.4.703,1,NA,NA,72886
10.1037_0022-3514.73.4.719,1,NA,NA,87975
10.1037_0022-3514.73.4.733,1,NA,NA,91265
10.1037_0022-3514.73.4.747,1,NA,NA,71464
10.1037_0022-3514.73.4.758,1,NA,NA,56478
10.1037_0022-3514.73.4.767,1,NA,NA,84710
10.1037_0022-3514.73.4.781,1,NA,NA,56561
10.1037_0022-3514.73.4.790,1,NA,NA,89717
10.1037_0022-3514.73.4.790,2,"a for the 6 items was .88.

Stage of change for con",0.88,89717
10.1037_0022-3514.73.4.790,3,"a for the two items was .88.

Sexual experience

Pa",0.88,89717
10.1037_0022-3514.73.4.790,4,a for the scale based on data from Sample 5 was .73,NA,89717
10.1037_0022-3514.73.4.790,5,a of .86. This scale was an adaptation of the Psych,0.86,89717
10.1037_0022-3514.73.4.790,6,"a for Initiation was .77; for Refusal, .74; for Pre",0.77,89717
10.1037_0022-3514.73.4.805,1,NA,NA,63653
10.1037_0022-3514.73.4.805,2,as for the subscales ranged from a low of .60 (Priv,NA,63653
10.1037_0022-3514.73.4.816,1,NA,NA,53319
10.1037_0022-3514.73.4.826,1,NA,NA,79023
10.1037_0022-3514.73.4.826,2,α = .83) was used in analyses examining the 2-year,0.83,79023
10.1037_0022-3514.73.4.839,1,NA,NA,65984
10.1037_0022-3514.73.4.849,1,NA,NA,74271
10.1037_0022-3514.73.5.1005,1,NA,NA,70590
10.1037_0022-3514.73.5.1017,1,NA,NA,88539
10.1037_0022-3514.73.5.1030,1,NA,NA,44721
10.1037_0022-3514.73.5.1030,2,"as ranging from .92 (T1 and T2) to .95 (T3).

Resul",NA,44721
10.1037_0022-3514.73.5.1038,1,NA,NA,76628
10.1037_0022-3514.73.5.1052,1,NA,NA,65008
10.1037_0022-3514.73.5.1064,1,NA,NA,90875
10.1037_0022-3514.73.5.1080,1,NA,NA,72034
10.1037_0022-3514.73.5.1092,1,NA,NA,84364
10.1037_0022-3514.73.5.1107,1,NA,NA,71719
10.1037_0022-3514.73.5.1118,1,NA,NA,73543
10.1037_0022-3514.73.5.1118,2,"α = .94), and the scales were subsequently retained",0.94,73543
10.1037_0022-3514.73.5.885,1,NA,NA,94180
10.1037_0022-3514.73.5.902,1,NA,NA,123460
10.1037_0022-3514.73.5.923,1,NA,NA,106640
10.1037_0022-3514.73.5.941,1,NA,NA,118554
10.1037_0022-3514.73.5.960,1,NA,NA,92078
10.1037_0022-3514.73.5.974,1,NA,NA,107753
10.1037_0022-3514.73.5.992,1,NA,NA,84700
10.1037_0022-3514.73.6.1141,1,NA,NA,102705
10.1037_0022-3514.73.6.1141,2,as range from .85 to .95 in seven different studies,NA,102705
10.1037_0022-3514.73.6.1158,1,NA,NA,125870
10.1037_0022-3514.73.6.1158,2,α = .82). The test–retest correlation (with an inte,0.82,125870
10.1037_0022-3514.73.6.1158,3,"a for the AACS Scale was .83, and that for the NCS",0.83,125870
10.1037_0022-3514.73.6.1158,4,"a for AACS was .77 and for NCS was .78.

Attributio",0.77,125870
10.1037_0022-3514.73.6.1158,5,"α = .90 and .92, respectively).

Depression and anx",0.9,125870
10.1037_0022-3514.73.6.1158,6,"α = .80 and .83, respectively).

**Procedure**

Par",0.8,125870
10.1037_0022-3514.73.6.1158,7,"a in this study was .80.

PNS Scale

The scale cons",0.8,125870
10.1037_0022-3514.73.6.1158,8,"α = .81).

Target personality traits

Participants",0.81,125870
10.1037_0022-3514.73.6.1158,9,α = .72). The 11 items were submitted to a factor a,0.72,125870
10.1037_0022-3514.73.6.1158,10,"α = .84).

PNS Scale

Cronbach's alpha for the PNS",0.84,125870
10.1037_0022-3514.73.6.1158,11,"a for the PNS Scale in the present study was .83.

",0.83,125870
10.1037_0022-3514.73.6.1158,12,"α = .84 and .75, respectively). The correlation bet",0.84,125870
10.1037_0022-3514.73.6.1177,1,NA,NA,92541
10.1037_0022-3514.73.6.1191,1,NA,NA,91171
10.1037_0022-3514.73.6.1206,1,NA,NA,39337
10.1037_0022-3514.73.6.1213,1,NA,NA,66136
10.1037_0022-3514.73.6.1224,1,NA,NA,85147
10.1037_0022-3514.73.6.1238,1,NA,NA,29173
10.1037_0022-3514.73.6.1242,1,NA,NA,23496
10.1037_0022-3514.73.6.1246,1,NA,NA,56338
10.1037_0022-3514.73.6.1257,1,NA,NA,72523
10.1037_0022-3514.73.6.1257,2,a for this global self-worth index in Study 1 was .,NA,72523
10.1037_0022-3514.73.6.1257,3,a for the dispositional Hope Scale in Study 2 was .,NA,72523
10.1037_0022-3514.73.6.1257,4,"a for the State Hope Scale was .70.

State Self-Est",0.7,72523
10.1037_0022-3514.73.6.1257,5,"a for the State Self-Esteem Scale was .69.

State S",0.69,72523
10.1037_0022-3514.73.6.1257,6,"a for the State Sport Confidence Scale was .96.

St",0.96,72523
10.1037_0022-3514.73.6.1257,7,"a for the total POMS was .86.

Weekly training mile",0.86,72523
10.1037_0022-3514.73.6.1257,8,"a in Study 3 was .75.

Positive and negative affect",0.75,72523
10.1037_0022-3514.73.6.1257,9,a for positive affectivity was .78 and was .81 for,0.78,72523
10.1037_0022-3514.73.6.1268,1,NA,NA,96463
10.1037_0022-3514.73.6.1284,1,NA,NA,74127
10.1037_0022-3514.73.6.1296,1,NA,NA,84980
10.1037_0022-3514.73.6.1313,1,NA,NA,105047
10.1037_0022-3514.73.6.1313,2,α = .92) and all corrected item–total correlations,0.92,105047
10.1037_0022-3514.73.6.1313,3,"α = .85).

#### Results

**Descriptive Statistics**",0.85,105047
10.1037_0022-3514.73.6.1313,4,"α = .93), and all emotions showed positive correcte",0.93,105047
10.1037_0022-3514.73.6.1313,5,α = .92) and all corrected item–total correlations,0.92,105047
10.1037_0022-3514.73.6.1313,6,α = .89) and all corrected item–total correlations,0.89,105047
10.1037_0022-3514.73.6.1313,7,α = .78) and all corrected item–total correlations,0.78,105047
10.1037_0022-3514.73.6.1330,1,NA,NA,108787
10.1037_0022-3514.73.6.1345,1,NA,NA,53971
10.1037_0022-3514.73.6.1354,1,NA,NA,58530
10.1037_0022-3514.73.6.1363,1,NA,NA,81180
10.1037_0022-3514.73.6.1380,1,NA,NA,86641
10.1037_0022-3514.73.6.1394,1,NA,NA,81628
10.1037_0022-3514.73.6.1394,2,"a, of .95; the alpha for the women was .93, and the",0.95,81628
10.1037_0022-3514.73.6.1394,3,"a, of .95; the alpha for the women was .93; and the",0.95,81628
10.1037_0022-3514.73.6.1409,1,NA,NA,88908
10.1037_0022-3514.73.6.1424,1,NA,NA,55607
10.1037_0022-3514.74.1.102,1,NA,NA,91850
10.1037_0022-3514.74.1.118,1,NA,NA,66686
10.1037_0022-3514.74.1.129,1,NA,NA,58381
10.1037_0022-3514.74.1.139,1,NA,NA,121926
10.1037_0022-3514.74.1.139,2,"a for the Total scale also was high, .96. These alp",0.96,121926
10.1037_0022-3514.74.1.139,3,"a was .82.

Endler Multidimensional Anxiety Scales–",0.82,121926
10.1037_0022-3514.74.1.139,4,"a was .84.

**Task Persistence Measure**

The Hope",0.84,121926
10.1037_0022-3514.74.1.139,5,"a for this 10-item scale was .80.

Before having pa",0.8,121926
10.1037_0022-3514.74.1.139,6,as for mean self-esteem reactions to the positive a,NA,121926
10.1037_0022-3514.74.1.139,7,α = .89) was added to the COPE Scale. These items w,0.89,121926
10.1037_0022-3514.74.1.139,8,a for this subscale was in the low range of accepta,NA,121926
10.1037_0022-3514.74.1.159,1,NA,NA,64422
10.1037_0022-3514.74.1.170,1,NA,NA,113657
10.1037_0022-3514.74.1.192,1,NA,NA,108531
10.1037_0022-3514.74.1.192,2,α = .63) but no other forms of reliability. In addi,0.63,108531
10.1037_0022-3514.74.1.192,3,a]; Study 2 = .47 for men and .64 for women [split-,0.47,108531
10.1037_0022-3514.74.1.192,4,"a was not reported). Unfortunately, in a subsequent",NA,108531
10.1037_0022-3514.74.1.192,5,α = .27). We created an abbreviated version of the,0.27,108531
10.1037_0022-3514.74.1.192,6,α = .59). The two versions were highly intercorrela,0.59,108531
10.1037_0022-3514.74.1.21,1,NA,NA,98081
10.1037_0022-3514.74.1.211,1,NA,NA,81947
10.1037_0022-3514.74.1.224,1,NA,NA,74819
10.1037_0022-3514.74.1.238,1,NA,NA,79483
10.1037_0022-3514.74.1.250,1,NA,NA,79758
10.1037_0022-3514.74.1.262,1,NA,NA,64960
10.1037_0022-3514.74.1.272,1,NA,NA,41521
10.1037_0022-3514.74.1.36,1,NA,NA,91840
10.1037_0022-3514.74.1.53,1,NA,NA,61022
10.1037_0022-3514.74.1.63,1,NA,NA,100440
10.1037_0022-3514.74.1.7,1,NA,NA,91206
10.1037_0022-3514.74.1.80,1,NA,NA,32370
10.1037_0022-3514.74.1.86,1,NA,NA,97740
10.1037_0022-3514.74.1.86,2,"as were .84 and .83, respectively) and nonromantic",0.84,97740
10.1037_0022-3514.74.1.86,3,"as were .76 and .67, respectively).

#### Results a",0.76,97740
10.1037_0022-3514.74.2.360,1,NA,NA,73852
10.1037_0022-3514.74.2.360,2,"a) was .66 and .67 and Time 1 and Time 2, respectiv",0.66,73852
10.1037_0022-3514.74.2.360,3,as for the subscales ranged from .68 to .91. Mental,NA,73852
10.1037_0022-3514.74.2.360,4,a) was .93 and .96 for home relationships at Time 1,0.93,73852
10.1037_0022-3514.74.2.371,1,NA,NA,45889
10.1037_0022-3514.74.2.378,1,NA,NA,56339
10.1037_0022-3514.74.2.387,1,NA,NA,103751
10.1037_0022-3514.74.2.407,1,NA,NA,75688
10.1037_0022-3514.74.2.420,1,NA,NA,84177
10.1037_0022-3514.74.2.435,1,NA,NA,75439
10.1037_0022-3514.74.2.453,1,NA,NA,79450
10.1037_0022-3514.74.2.468,1,NA,NA,80928
10.1037_0022-3514.74.2.482,1,NA,NA,72085
10.1037_0022-3514.74.2.494,1,NA,NA,110311
10.1037_0022-3514.74.2.494,2,"a = .69).

19 Efficacy and integrity were constrain",0.69,110311
10.1037_0022-3514.74.2.513,1,NA,NA,79733
10.1037_0022-3514.74.2.513,2,"a coefficient for the anger control items was .83,",0.83,79733
10.1037_0022-3514.74.2.525,1,NA,NA,74877
10.1037_0022-3514.74.2.538,1,NA,NA,85228
10.1037_0022-3514.74.4.1010,1,NA,NA,84548
10.1037_0022-3514.74.4.1010,2,"a for the five items was high (.84), implying appro",NA,84548
10.1037_0022-3514.74.4.1024,1,NA,NA,89115
10.1037_0022-3514.74.4.1041,1,NA,NA,70028
10.1037_0022-3514.74.4.1056,1,NA,NA,80653
10.1037_0022-3514.74.4.1069,1,NA,NA,46875
10.1037_0022-3514.74.4.1078,1,NA,NA,90805
10.1037_0022-3514.74.4.1093,1,NA,NA,94139
10.1037_0022-3514.74.4.1109,1,NA,NA,76606
10.1037_0022-3514.74.4.837,1,NA,NA,69294
10.1037_0022-3514.74.4.849,1,NA,NA,107610
10.1037_0022-3514.74.4.865,1,NA,NA,90019
10.1037_0022-3514.74.4.878,1,NA,NA,108665
10.1037_0022-3514.74.4.878,2,"α = .61). Participants’ scores on this index, rangi",0.61,108665
10.1037_0022-3514.74.4.894,1,NA,NA,83720
10.1037_0022-3514.74.4.909,1,NA,NA,67535
10.1037_0022-3514.74.4.923,1,NA,NA,101097
10.1037_0022-3514.74.4.939,1,NA,NA,108077
10.1037_0022-3514.74.4.955,1,NA,NA,63229
10.1037_0022-3514.74.4.967,1,NA,NA,85545
10.1037_0022-3514.74.4.985,1,NA,NA,59922
10.1037_0022-3514.74.4.996,1,NA,NA,64332
10.1037_0022-3514.74.5.1133,1,NA,NA,88639
10.1037_0022-3514.74.5.1146,1,NA,NA,111640
10.1037_0022-3514.74.5.1164,1,NA,NA,89289
10.1037_0022-3514.74.5.1181,1,NA,NA,102147
10.1037_0022-3514.74.5.1197,1,NA,NA,70716
10.1037_0022-3514.74.5.1209,1,NA,NA,96590
10.1037_0022-3514.74.5.1209,2,"α = .75). On this basis, two scores were computed f",0.75,96590
10.1037_0022-3514.74.5.1225,1,NA,NA,79890
10.1037_0022-3514.74.5.1225,2,α = .82 and .89 for the negative and positive self-,0.82,79890
10.1037_0022-3514.74.5.1238,1,NA,NA,70605
10.1037_0022-3514.74.5.1252,1,NA,NA,93452
10.1037_0022-3514.74.5.1266,1,NA,NA,73306
10.1037_0022-3514.74.5.1266,2,"a. The alphas for Extraversion, Agreeableness, Cons",NA,73306
10.1037_0022-3514.74.5.1266,3,a. The alphas for vertical and horizontal movement,NA,73306
10.1037_0022-3514.74.5.1278,1,NA,NA,64482
10.1037_0022-3514.74.5.1290,1,NA,NA,59117
10.1037_0022-3514.74.5.1290,2,a for the State Self-Esteem Scale was .97. The regr,0.97,59117
10.1037_0022-3514.74.5.1290,3,"a coefficient of .87.

Participants were then asked",0.87,59117
10.1037_0022-3514.74.5.1290,4,a for the 14 affective ratings was .93. After rever,0.93,59117
10.1037_0022-3514.74.5.1290,5,a coefficient for the 10 measures of self-relevant,NA,59117
10.1037_0022-3514.74.5.1300,1,NA,NA,66696
10.1037_0022-3514.74.5.1310,1,NA,NA,40027
10.1037_0022-3514.74.5.1317,1,NA,NA,81941
10.1037_0022-3514.74.5.1329,1,NA,NA,44909
10.1037_0022-3514.74.5.1329,2,a measure of internal consistency. The alpha was fo,NA,44909
10.1037_0022-3514.74.5.1337,1,NA,NA,83353
10.1037_0022-3514.74.5.1350,1,NA,NA,80599
10.1037_0022-3514.74.5.1364,1,NA,NA,75760
10.1037_0022-3514.74.5.1364,2,a) and .86–.89 for 4-week test–retest reliability (,0.86,75760
10.1037_0022-3514.74.5.1364,3,"a).

The Sexual Preoccupation scale from the Sexual",NA,75760
10.1037_0022-3514.74.5.1364,4,as obtained with female samples) and .70–.76 for 4-,0.7,75760
10.1037_0022-3514.74.5.1364,5,"a).

The Sexual Arousability Index (SAI; Hoon, Hoon",NA,75760
10.1037_0022-3514.74.5.1364,6,a) and .86–.89 for 4-week test–retest reliability (,0.86,75760
10.1037_0022-3514.74.5.1364,7,"a).

Sexual Self-Evaluation

Global sexuality ratin",NA,75760
10.1037_0022-3514.74.5.1364,8,a) and 4-week test–retest reliabilities ranging fro,NA,75760
10.1037_0022-3514.74.5.1364,9,a coefficients in the .85–.90 range and 2-month tes,0.85,75760
10.1037_0022-3514.74.5.1364,10,"a), and is uncorrelated with social desirability (r",NA,75760
10.1037_0022-3514.74.5.1364,11,as of .81 and .61 for the avoidant and anxious atta,0.81,75760
10.1037_0022-3514.74.5.1364,12,a) and exhibits both content and criterion-related,NA,75760
10.1037_0022-3514.74.5.1364,13,a of .82. The mean for the negative dimension (Fact,0.82,75760
10.1037_0022-3514.74.5.1364,14,a of .64. Median split procedures were performed on,0.64,75760
10.1037_0022-3514.74.5.1380,1,NA,NA,106898
10.1037_0022-3514.74.5.1398,1,NA,NA,67946
10.1037_0022-3514.74.6.1421,1,NA,NA,97855
10.1037_0022-3514.74.6.1421,2,α = .88). Following the procedure described in Expe,0.88,97855
10.1037_0022-3514.74.6.1421,3,α = .90). Using the same classification criteria as,0.9,97855
10.1037_0022-3514.74.6.1421,4,"α = .93).

All the predictor variables except impli",0.93,97855
10.1037_0022-3514.74.6.1437,1,NA,NA,96434
10.1037_0022-3514.74.6.1451,1,NA,NA,81638
10.1037_0022-3514.74.6.1451,2,a of .81 (Group A) and .84 (Group B). For each grou,0.81,81638
10.1037_0022-3514.74.6.1451,3,"a of .97, and, as in Study 1, we computed one coher",0.97,81638
10.1037_0022-3514.74.6.1451,4,a of .90 for each of the stimulus groups. For each,0.9,81638
10.1037_0022-3514.74.6.1464,1,NA,NA,87910
10.1037_0022-3514.74.6.1481,1,NA,NA,81901
10.1037_0022-3514.74.6.1493,1,NA,NA,73206
10.1037_0022-3514.74.6.1504,1,NA,NA,71264
10.1037_0022-3514.74.6.1516,1,NA,NA,88316
10.1037_0022-3514.74.6.1516,2,as) for the benefits scales ranged from .75 to .89.,NA,88316
10.1037_0022-3514.74.6.1516,3,"α = .85) on which scores could range from 6 to 42,",0.85,88316
10.1037_0022-3514.74.6.1531,1,NA,NA,82305
10.1037_0022-3514.74.6.1545,1,NA,NA,67663
10.1037_0022-3514.74.6.1556,1,NA,NA,50806
10.1037_0022-3514.74.6.1566,1,NA,NA,70732
10.1037_0022-3514.74.6.1580,1,NA,NA,58821
10.1037_0022-3514.74.6.1592,1,NA,NA,69974
10.1037_0022-3514.74.6.1606,1,NA,NA,76044
10.1037_0022-3514.74.6.1619,1,NA,NA,61028
10.1037_0022-3514.74.6.1619,2,as) of all subscales from Time 1 and Time 2. With t,NA,61028
10.1037_0022-3514.74.6.1619,3,as for mental disengagement were .38 at Time 1 and,0.38,61028
10.1037_0022-3514.74.6.1619,4,"as) that ranged from .88 to .93.

On the basis of t",NA,61028
10.1037_0022-3514.74.6.1619,5,"a) for the 14-item scale was .76.

It is reassuring",0.76,61028
10.1037_0022-3514.74.6.1619,6,as for the COPE subscales ranged from .60 to .90 at,NA,61028
10.1037_0022-3514.74.6.1619,7,a) for the 14-item scale was .74. Internal reliabil,0.74,61028
10.1037_0022-3514.74.6.1629,1,NA,NA,85256
10.1037_0022-3514.74.6.1646,1,NA,NA,63623
10.1037_0022-3514.74.6.1656,1,NA,NA,78666
10.1037_0022-3514.74.6.1670,1,NA,NA,67299
10.1037_0022-3514.74.6.1681,1,NA,NA,95125
10.1037_0022-3514.75.2.301,1,NA,NA,103252
10.1037_0022-3514.75.2.301,2,"αs across groups = .69 and .59, respectively, for Q",0.69,103252
10.1037_0022-3514.75.2.318,1,NA,NA,98369
10.1037_0022-3514.75.2.318,2,"α = .88) and Self-Confidence (Cronbach's α = .85),",0.88,98369
10.1037_0022-3514.75.2.318,3,"α = .85), using the factor scores as weights.

The",0.85,98369
10.1037_0022-3514.75.2.318,4,α = .92) and arousal (aroused–not aroused and tense,0.92,98369
10.1037_0022-3514.75.2.318,5,α = .86). Those in the positive group rated their m,0.86,98369
10.1037_0022-3514.75.2.318,6,α = .88). Essay content had a significant overall e,0.88,98369
10.1037_0022-3514.75.2.318,7,"α = .78). Both choice condition, F(1, 82) = 4.58, p",0.78,98369
10.1037_0022-3514.75.2.318,8,α = .87); the second factor contained the competenc,0.87,98369
10.1037_0022-3514.75.2.318,9,α = .83); and the third factor was marked by the se,0.83,98369
10.1037_0022-3514.75.2.318,10,α = .77). Judgments on the competence and self-conf,0.77,98369
10.1037_0022-3514.75.2.332,1,NA,NA,103036
10.1037_0022-3514.75.2.347,1,NA,NA,74203
10.1037_0022-3514.75.2.359,1,NA,NA,87947
10.1037_0022-3514.75.2.374,1,NA,NA,55505
10.1037_0022-3514.75.2.383,1,NA,NA,70343
10.1037_0022-3514.75.2.383,2,"α = .88). Thus, they were summed to form a single n",0.88,70343
10.1037_0022-3514.75.2.394,1,NA,NA,85627
10.1037_0022-3514.75.2.408,1,NA,NA,71091
10.1037_0022-3514.75.2.420,1,NA,NA,96382
10.1037_0022-3514.75.2.436,1,NA,NA,82684
10.1037_0022-3514.75.2.449,1,NA,NA,44952
10.1037_0022-3514.75.2.456,1,NA,NA,67251
10.1037_0022-3514.75.2.467,1,NA,NA,60594
10.1037_0022-3514.75.2.478,1,NA,NA,83411
10.1037_0022-3514.75.2.494,1,NA,NA,90837
10.1037_0022-3514.75.2.509,1,NA,NA,103507
10.1037_0022-3514.75.2.528,1,NA,NA,93270
10.1037_0022-3514.75.2.545,1,NA,NA,99426
10.1037_0022-3514.75.2.561,1,NA,NA,81547
10.1037_0022-3514.75.3.589,1,NA,NA,120906
10.1037_0022-3514.75.3.607,1,NA,NA,59488
10.1037_0022-3514.75.3.617,1,NA,NA,141341
10.1037_0022-3514.75.3.639,1,NA,NA,94957
10.1037_0022-3514.75.3.639,2,as ranging from .72 (for endorsing macro causes of,NA,94957
10.1037_0022-3514.75.3.653,1,NA,NA,106450
10.1037_0022-3514.75.3.670,1,NA,NA,66347
10.1037_0022-3514.75.3.681,1,NA,NA,81861
10.1037_0022-3514.75.3.695,1,NA,NA,112525
10.1037_0022-3514.75.3.711,1,NA,NA,48554
10.1037_0022-3514.75.3.719,1,NA,NA,62590
10.1037_0022-3514.75.3.729,1,NA,NA,110595
10.1037_0022-3514.75.3.751,1,NA,NA,72884
10.1037_0022-3514.75.3.766,1,NA,NA,81310
10.1037_0022-3514.75.3.778,1,NA,NA,61224
10.1037_0022-3514.75.3.788,1,NA,NA,83439
10.1037_0022-3514.75.3.801,1,NA,NA,69376
10.1037_0022-3514.75.3.801,2,as) of the scales for positive and negative affect,NA,69376
10.1037_0022-3514.75.3.801,3,a for this scale ranged from .79 to .97 for the dif,NA,69376
10.1037_0022-3514.75.3.811,1,NA,NA,132887
10.1037_0022-3514.75.3.811,2,"α = .72).

Discrepancy index

Finally, a discrepanc",0.72,132887
10.1037_0022-3514.75.3.811,3,α = .61). Positive discrepancy scores indicate that,0.61,132887
10.1037_0022-3514.75.3.811,4,"α = .63), would (Cronbach's α = .83), and discrepan",0.63,132887
10.1037_0022-3514.75.3.811,5,"α = .83), and discrepancy (Cronbach's α = .74) scor",0.83,132887
10.1037_0022-3514.75.3.811,6,α = .74) scores were created as in the personal sta,0.74,132887
10.1037_0022-3514.75.3.811,7,"α = .93). The threat index, which accounted for 4%",0.93,132887
10.1037_0022-3514.75.3.811,8,"α = .87). Three additional affect indices, not expe",0.87,132887
10.1037_0022-3514.75.3.811,9,"α = .83); positive, which accounted for 16% of the",0.83,132887
10.1037_0022-3514.75.3.811,10,"α = .94); and sad, which accounted for 3% of the va",0.94,132887
10.1037_0022-3514.75.3.811,11,α = .73). The conceptual meaning of these factors i,0.73,132887
